Listing Number	Street Number	Street Number Modifier	Street Direction	Street Name	Street Suffix	Street Post Direction	Unit	City	State	Agent Only Remarks	Taxes Annual	APN	Appliances That Stay	Architecture Desc	Area	Basement	Bathrooms	Bedrooms	Builder	Building Condition	Building Information	Bus Line Nearby	BBC Comments	Commission	Contingent Date	County	Current Price	Directions	CDOM	DOM	Entry Date	Energy Source	Exterior	Financing	Finished Sqft	Fireplaces Total	Floor Covering	Foundation	Heating Cooling Type	Inactive Date	Interior Features	Matrix Modified DT	Last Price Change Date	Leased Equipment	Legal Description	Listing Agent ID	Listing Agent Full Name	Listing Agent Cellular	Co Listing Agent ID	Co Listing Agent Full Name	Co Listing Agent Cellular	Co Listing Office ID	Co Listing Office Name	Co Listing Office Phone	Co Selling Office Name	Co Selling Office Phone	Listing Date	Listing Office ID	Listing Office Name	Listing Office Phone	Listing Price	Lot Details	Lot Dimensions	Lot Measurement	Lot Number	Lot SqFt	Lot Topography	Manu. Home Manufacturer	Manu. Home Model No.	Manu. Home Serial No.	Map Book	Map X Coordinate	Map Y Coordinate	Map Page	Marketing Remarks	New Construction State	Occupant Name	Occupant Type	Original Price	Owner Name	Owner Name 2	Owners City State	Parking Type	Pending Date	Phone to Show Number	Photographer Instructions	Picture Provided By	Photo Count	Pool Type	Possession	Potential Terms	Power Company	Preliminary Title Ordered	Property Sub Type	Publish to Internet	Roof	School District	Selling Date	Selling Agent ID	Selling Agent Full Name	Selling Agent Cellular	Selling Office ID	Selling Office Name	Selling Office Phone	Selling Price	Senior Exemption	Sewer Company	Sewer Type	Show Addressto Public	Show Map Link	Showing Information	Showing Instructions	Site Features	Square Footage Source	Square Footage	Contractual Date	Status	Style Code	Subdivision	Tax Year	Parking Covered Total	Total Useable Rooms	Square Footage Unfinished	View	Virtual Tour URL	Water Company	Water Heater Location	Water Heater Type	Water	Waterfront	Waterfront Footage	Year Built	Zip Code	Bank or REO	Third Party Approval Required	Status Change Date	Association Dues	Building Complex Or Project Name	Sale Type 
26109379	13022			159	St	E		Puyallup	WA	Day sleeper - No showing until after noon on Sat, Sun and Monday.  Security system will be off.  Variable commission.	$2528.00	6022870210	Dishwasher(s), Garbage Disposal, Range/Oven		88 - Puyallup	None	2.5	3		Very Good	Built On Lot		variable	2.5		Pierce	$248000.00	Meridian- E on 152nd. S on 122nd.  E on Sunrise Pkwy. Take 1st right on 130th. Take left to go to back street on 159th St E.	12	12	7/6/2006 12:00:00 AM	Electric, Natural Gas	Wood Products	Conventional	1576	1	Hardwood, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Security System	8/21/2006 10:27:27 AM	8/21/2006 12:00:00 AM	Security System		16404	Marilyn Corlett	(253) 686-3217									7/5/2006 12:00:00 AM	934	Liberty NW Real Estate	(253) 286-2424	$245000.00			Square Feet	21	0	Level				Thomas Brothers	G	4	865	Almost new.  Immaculate!  2 story home in Sunrise.  Backs up to greenbelt.  Gas Fireplace.  Laundry room upstairs.  Day sleeper - no showings on Sat, Sun or Monday until after 4:30pm.  Other days - call, if no answer - show!		Kelly & Greg Holman	Owner	$245000.00	Kelly & Greg Holman		Puyallup, WA	Garage-Attached	7/17/2006 12:00:00 AM	(253) 445-4453			1		Closing	Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	8/14/2006 12:00:00 AM				190	Coldwell Banker Evergreen	(360) 352-7651	$248000.00	False	Pierce	Sewer Connected	True	True	Day Sleeper, MLS Keybox, Owner-Call First, Security System	Day Sleeper,MLS Keybox,Owner-Call First,Security System	Cable TV	Realist	1576	8/14/2006 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2006	2	3	0			TAC	gas/garage	gas/garage	Public			2000	98374	False	None	2006-08-21	25		MLS
26139721	15814			129th	Ave	E		Puyallup	WA	Renters very coopertive. Call PTS, if no answer, leave message and then show. Title ordered thru Fidelity/Tacoma/Kaye. Tenants will be out by the end of September.  No closings prior to 10-2-06.	$2486.00	6022870600	Dishwasher(s), Dryer(s), Garbage Disposal, Range/Oven, Refrigerator(s), Washer(s)		88 - Puyallup	None	2.5	3			Built On Lot	True		2.5		Pierce	$245350.00	Meridian to L on 152nd, R on 122nd, L into Sunrise Pkwy, R onto 130th Ave E, R onto 158th St Ct E, 158th becomes 129th to hm	10	10	8/22/2006 12:00:00 AM	Natural Gas	Wood Products	Conventional	1504	0	Hardwood, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Security System, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	9/29/2006 3:55:51 PM	9/29/2006 12:00:00 AM		To Be Attached As Exhibit A	43521	Brett Meade	(253) 208-0808									8/21/2006 12:00:00 AM	9385	Keller Williams Realty	(253) 848-5304	$239950.00	Curbs, Paved Street, Sidewalk		Acres		4356	Level				Thomas Brothers	F	4	865	Welcome home to the wonderful Sunrise community of Cambria. This home is close to parks, schools and shopping! Home includes over 1500 sq ft, vaulted ceilings, ceiling fan, sec sys, hardwood entry, spacious kitchen w/eating bar & pantry, living room w/built in speakers for home theater system, master bdrm w/walk in closet & bath w/double sinks, hardi-plank siding, well maintained-fully fenced yard w/oversized patio, ALL appliances are included! This is a must see at this fantastic price!		John & Rochelle (Renters)	Tenant	$239950.00	Holden		Puyallup, WA	Garage-Attached	8/31/2006 12:00:00 AM	(253) 848-6011			1		Closing	Cash Out, Conventional	Puget Sound Energy	True	Residential	True	Composition	Puyallup	9/29/2006 12:00:00 AM				9385	Keller Williams Realty	(253) 848-5304	$245350.00	False	City of Puyallup	Sewer Connected	True	True	MLS Keybox, Renter-Call First, See Remarks	MLS Keybox,Renter-Call First,See Remarks	Cable TV, Fenced-Fully, Gas Available, Patio	Realist/Metro	1504	9/29/2006 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2006	2	3	0			City of Puyallup			Public			2000	98374	False	None	2006-09-29	0	Cambria	MLS
25170476	12820			159th	St	E		Puyallup	WA	Seller needs 30 minutes notice. Newborn baby.  Call 2x, if no answer go ahead and show.  Listing agent related to seller.  Title #205124312.Motivated seller!!! pls fax offers to 866-406-6762	$2366.00	6022870390	Dishwasher(s), Garbage Disposal, Range/Oven		88 - Puyallup		2.5	4			Built On Lot	True		2.5		Pierce	$245000.00	Take Meridian S to 152nd st left.122nd make rt. Sunrise make lft. Rt into Cambria Make rt around to 159th mk right.Hm on lft.	98	98	11/16/2005 12:00:00 AM	Electric, Natural Gas	Cement/Concrete, See Remarks	Conventional	0	1	Hardwood, Vinyl, Wall to Wall Carpet		Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Walk-in Pantry, Walk-in Closet	3/26/2006 5:22:44 AM	3/26/2006 12:00:00 AM		On file in listing office.	43410	Maria Tapia										11/15/2005 12:00:00 AM	3477	ERA American Brokers	(425) 226-4410	$240000.00	Dead End Street		Square Feet		0	Level, Wooded				Thomas Brothers	F	4	865	Beautiful 3 bedroom 2.5 bath in newer housing development. Home boasts new carpet in living room and stairs with French tuck. (hardwood underneath) Master bedroom has own private bath. Eat in Kitchen with pantry space. House backs to green belt for added privacy. Home is truly a must see. SELLER IS MOTIVATED.		Bobby and Christine	Owner	$254950.00	Ortiz		Puyallup, WA	Garage-Attached	2/21/2006 12:00:00 AM	(253) 770-2001			1		Closing	See Remarks	Puget Sound Energy	True	Residential	True	Composition	Puyallup	3/3/2006 12:00:00 AM				905	John L. Scott, Inc.	(253) 841-7000	$245000.00	False	Tacoma utilities	Sewer Connected	True	True	MLS Keybox, Owner-Call First	MLS Keybox,Owner-Call First	Cable TV, Fenced-Partially, Gas Available		1504	3/3/2006 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2005	2	3	0			Tacoma Utilities			Public			2000	98374	False	None	2006-03-26	0		MLS
25121381	12802			159th	St	E		Puyallup	WA	Please give 30 minute notice for showing 253-848-7933, if no answer leave message and show.Do not let the cat out! Please remove shoes. Shed does not stay. Please use Fidelity Title and Escrow #7054633 (Puyallup)	$2490.00	6022870430	Dishwasher(s), Garbage Disposal, Microwave(s), Range/Oven	Contemporary	88 - Puyallup		2.5	4		Very Good	Built On Lot	True	differs if LA=SA	2.5%		Pierce	$245000.00	From 122nd east on Sunrise Parkway, right into Cambria 130th Ave.	11	11	8/16/2005 12:00:00 AM	Electric, Natural Gas	Wood, Wood Products	Conventional	1646	1	Hardwood, Vinyl	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Security System, Skylights, Walk-in Closet	9/25/2005 9:03:34 PM	9/25/2005 12:00:00 AM			85468	Gene Quinney	(253) 640-0669									8/16/2005 12:00:00 AM	922	John L. Scott Puy/Canyon Rd.	(253) 536-5600	$244500.00	Dead End Street, Paved Street, Secluded		Acres		4792	Garden Space, Level				Thomas Brothers	F	4	865	Look no further, your search is complete! This beautiful home features a spacious gourmet kitchen with island bar and glass like hardwood floor(laminent). Open concept floor plan with gas fireplace,4 bedrooms and an upstairs utility room. The home is located in one of the best lots in the neighborhood no house in front and no home in the back. Fully fenced with BBQ deck overlooking greenbelt and lots of upgraded agrigate concrete work in back and side yard. You'll love it!		Bruff	Owner	$244500.00	Mr. and Mrs. Bruff		Puyallup, Wa.	Garage-Attached	8/27/2005 12:00:00 AM	(253) 848-7933		Agent	1		See Remarks	Cash Out, Conventional, FHA	PSE	True	Residential	True	Composition	Puyallup	9/23/2005 12:00:00 AM				9346	Windermere RE Paragon Unv.Plc.	(253) 565-1121	$245000.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, Owner-Call First, See Remarks	MLS Keybox,Owner-Call First,See Remarks	Cable TV, Deck, Dog Run, Fenced-Fully, Patio	PCR	1646	9/23/2005 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2005	2	4	0			city of Tacoma			Public			2000	98374	False	None	2005-09-25	25		MLS
2279730	12821			159th	St	E		Puyallup	WA	FIRE DAMAGE.  CASH ONLY-SOLD-AS-IS. LIABILITY ADDENDUM MUST BE SIGNED AND RETURN PRIOR TO SHOWING.  Seller to do no repairs. Buyer to verify all info. Contact LA with any questions. Review form 17.. Please allow 24-48 hours for seller to review any offers. Fidelity-Lisa Otto	$4458.00	602287-058-0			88 - Puyallup		2.5	4			Built On Lot			2.5		Pierce	$240000.00	SOUTH ON MERIDIAN, EAST ON 152ND, RIGHT ON 122ND, LEFT ON SUNRISE PARKWAY CAMBRIA ON RIGHT.	9	9	8/28/2024 12:00:00 AM	Natural Gas	Cement/Concrete	Cash	1646	0		Poured Concrete				9/16/2024 9:54:37 AM	9/16/2024 9:44:52 AM			90561	Kenneth Patton	(425) 894-8974									8/28/2024 12:00:00 AM	4704	COMPASS	(425) 637-7777 x8974	$295000.00					7373									Investor Special property on good lot with a great layout and good bones, the possibilities here are endless! This home is ready for your magic touch! Tons of potential! Must see!!!		VACANT	Vacant	$295000.00	IH3 Property Washington		Dallas, TX	Garage-Attached	9/6/2024 12:00:00 AM	(000) 000-0000			9		Closing	Cash Out		True	Residential	True	Composition	Puyallup	9/16/2024 12:00:00 AM	90561	Kenneth Patton	(425) 894-8974	4704	COMPASS	(425) 637-7777	$240000.00	False		Sewer Connected	True	True	Appointment, MLS Keybox, ShowingTime, Vacant			realist	1646	9/16/2024 12:00:00 AM	Sold	12 - 2 Story	Puyallup	2024	2		0						Public			2000	98374	False	None	2024-09-16	775		MLS
25139324	13116			159th	St	E		Puyallup	WA	Agents please call first if no answer leave a message and go ahead and show! Please leave agent cards. Please remove shoes before entering. Title ordered thru Ticor Title. Do not let Miko (the cat) out.	$2505.00	6022870170	Dishwasher(s), Microwave(s), Range/Oven	Contemporary	88 - Puyallup	None	2.5	4		Very Good	Built On Lot, Planned Unit Dev	True		2.5		Pierce	$240000.00	S on Meridian, L on 152nd, R on 122nd, L on Sunrise Blvd., R on 132nd St E, Home straight ahead at the end on corner.	28	28	9/16/2005 12:00:00 AM	Natural Gas	Cement/Concrete	Conventional	1646	1	Vinyl, Wall to Wall Carpet	Poured Concrete, Slab	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, High Tech Cabling, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	11/16/2005 2:52:10 PM	11/16/2005 12:00:00 AM		Call listing agent	5236	Melissa Fritzler										9/16/2005 12:00:00 AM	9239	Gateway GMAC Real Estate	(253) 848-4556	$242950.00	Corner Lot, Cul-de-sac, Curbs, Paved Street, Secluded, Sidewalk		Acres	17	5663	Level				Thomas Brothers	F	4	865	Beautiful 4 bedroom North Pointe home in the Sunrise community. This home is in immaculate condition w/vaulted entry, tile surround gas fireplace, spacious kitchen w/island and upgraded black appliances. Roomy master bdrm & bath w/walk-in closet. Cable and phone jacks in every room. Large corner lot w/private back yard. This home also features air conditioning and is fully wrapped with hardi plank siding. Neighborhood recreation areas included. Make your appt. today-you'll love this home!		Frank & Vicky	Owner	$242950.00	Muller		Puyallup, WA	Garage-Attached	10/14/2005 12:00:00 AM	(253) 864-7672		Agent	1		See Remarks	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	11/10/2005 12:00:00 AM				901	Coldwell Banker Bain	(253) 841-9100	$240000.00	False	City of Tacoma	Sewer Connected	True	True	MLS Keybox, Owner-Call First	MLS Keybox,Owner-Call First	Cable TV, Fenced-Fully, Patio		1646	11/10/2005 12:00:00 AM	Sold	12 - 2 Story	Puyallup	2004	2	4	0			City of Tacoma			Public			2001	98374	False	None	2005-11-16	25	Sunrise	MLS
25176370	12811			159th	St	E		Puyallup	WA	Call first for appointment. Please use First Amercian Title 74th St. in Tacoma.	$2591.00	6022870540	Dishwasher(s), Dryer(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s), Washer(s)		88 - Puyallup		2.5	4		Good	Built On Lot	True	Different if LA is SA	2.5		Pierce	$239950.00	S on Meridian, L at 152nd, R at 122nd, L at Sunrise Pkwy, R at 130th, R at 158th, L at 129th, R at 159th to home on R.	67	11	12/3/2005 12:00:00 AM	Electric, Natural Gas	Wood, Wood Products	Conventional	1646	1	Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, High Tech Cabling, Hot Tub/Spa, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	12/23/2005 10:47:17 AM	12/23/2005 12:00:00 AM		At Home in Buyer's packet and in listing office	43771	Debe McDowell										12/2/2005 12:00:00 AM	9299	RE/MAX Professionals	(253) 472-2122	$239950.00	Cul-de-sac		Square Feet		7841	Level				Thomas Brothers	F	4	865	Great use of square footage. 4 Bd, 2.5 BA with a large open concept in the living areas. Fireplace adds warmth to the family room, dinning room and kitchen. Utilitiy room upstairs with all the bedrooms! Large deck with a hot tub. Vaulted ceiling in the entry. You will enjoy the atmosphere of the Sunrise development with winding sidwalks and a park nearby. The extra large yard adds to make this home a great value!		Queen	Owner	$239950.00	Queen		Puyallup, WA	Carport-Attached	12/13/2005 12:00:00 AM	(253) 770-4050			1		Closing	Cash Out, Conventional, FHA, VA	Puget Sound Energy	True	Residential	True	Composition	Puyallup	12/22/2005 12:00:00 AM				9299	RE/MAX Professionals	(253) 472-2122	$239950.00	False	Pierce County Sewer	Sewer Connected	True	True	Appointment, MLS Keybox, Owner-Call First, Pet in House	Appointment,MLS Keybox,Owner-Call First,Pet in House	Cable TV, Deck, Gas Available, Hot Tub/Spa	P.C. Assessor	1646	12/22/2005 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2005	2	4	0	Territorial		City of Tacoma	Gas/Garage	Gas/Garage	Public			2000	98374	False	None	2005-12-23	25		MLS
25113971	15808			131st	Ave	E		Puyallup	WA	Chicago T&E (Puyallup-Canyon Rd) pref.Prelim title #4315139.Fax offers to LA.Show times 10am-9pm.Provide 1 hr notice.No answer,leave msg & show.Curtains & rods to remain w/seller. Seller w/out of town schedule-offers presented at 1st opportunity.	$2487.00	6022870780	Dishwasher(s), Range/Oven, Refrigerator(s)		88 - Puyallup	None	2.5	4		Very Good	Built On Lot	False		3		Pierce	$239950.00	From Meridian go east on 152nd,right on 122nd,left on Sunrise Blvd,right on 130th then immediate left to home on 158th	5	5	8/3/2005 12:00:00 AM	Electric, Natural Gas	Cement/Concrete	Conventional	1673	1	Hardwood, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, High Tech Cabling, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	9/15/2005 4:00:27 PM	9/15/2005 12:00:00 AM			38624	Drex Zimmerman										8/3/2005 12:00:00 AM	7479	Sutton Real Estate, Inc.	(425) 745-4800	$239950.00	Curbs, Paved Street, Sidewalk		Acres		5227	Garden Space, Level				Thomas Brothers	F	4	865	Beautiful 4 bdrm North Pointe home in the Sunrise community. This home is in immaculate condition w/vaulted entry, tile-surround gas fireplace, spacious kitchen w/upgraded appliances, pull-out cabinet shelves & additional bar-top counter space. White six-panel doors & millwork throughout. Roomy master bdrm & bath w/walk-in closet. Upstairs utilities. Comcast cable in every room. Big back yard with 26X14 aggregate paito. Keyless pad garage entry. Neighborhood recreation areas.		Mitchell	Owner	$239950.00	Pang		Puyallup, WA	Garage-Attached	8/8/2005 12:00:00 AM	(253) 446-0919		Agent	1		Negotiable	Cash Out, Conventional	PSE	True	Residential	True	Composition	Puyallup	8/29/2005 12:00:00 AM				921	Windermere Puyallup Canyon Rd	(253) 435-5500	$239950.00	False	Tacoma	Sewer Connected	True	True	Appointment, MLS Keybox, Owner-Call First, See Remarks	Appointment,MLS Keybox,Owner-Call First,See Remarks	Cable TV, Fenced-Fully, Gas Available, Patio	Appraisal	1673	8/29/2005 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2005	2	4	0	Territorial		Tacoma	Gas/garage	Gas/garage	Public			2001	98374	False	None	2005-09-15	25	North Pointe	MLS
25143856	12926			159th	St	E		Puyallup	WA	Fax all offers to 253-286-3206. Call owner to show if no answer show anytime. Great value.	$.00	6022870280	Dishwasher(s), Microwave(s)	Contemporary	88 - Puyallup	None	2.5	3	Cambria Homes, LLC	Very Good	Built On Lot	True		3		Pierce	$239000.00	From 122nd ave, East to Sunrise Pky, Right on 130th, Right on 158th, Left on 129th, Left on 159th to property on left.	13	13	9/24/2005 12:00:00 AM	Electric, Natural Gas	Wood, Wood Products	Conventional	1546	1	See Remarks, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dining Room, Walk-in Closet	11/9/2005 2:34:33 PM	11/9/2005 12:00:00 AM		Section 23 township 19 range 04	11247	Rick Seddon	(253) 279-1986									9/24/2005 12:00:00 AM	922	John L. Scott Puy/Canyon Rd.	(253) 536-5600	$234950.00	Dead End Street, Paved Street		Acres		3920	Level				Thomas Brothers	F	4	865	Great house in the desirable community of Sunrise. Lot is against a protected greenbelt forest. Great value in this 3 bed, 2.5 bath home and with pergo flooring in entry & throughout w/ plenty of room for entertaining. Open & spacious floor plan. Puyallup schools.		Brandon & Nancy	Owner	$234950.00	Haueter		Puyallup, WA	Garage-Attached	10/7/2005 12:00:00 AM	(253) 864-8779		Photographer	1		Closing	Cash Out, Conventional, FHA, VA	PSE	False	Residential	True	Composition	Puyallup	10/28/2005 12:00:00 AM				3353	Skyline Properties, Inc.	(253) 520-3780	$239000.00	False	Pierce County	Sewer Connected	True	True	See Remarks	See Remarks	Cable TV, Gas Available, Patio	Pierce County	1646	10/28/2005 12:00:00 AM	Sold	12 - 2 Story	Sunrise	0	2	3	0			City of Tacoma			Public			2000	98374	False	None	2005-11-09	0	North Pointe	MLS
25109088	15811			131st	Ave	E		Puyallup	WA	Easy home to show.  Please give courtesy call. Dog in kennel do not bother him.  Prilem. ordered through First American South Hill title and escrow.  Call w/any questions. 253-286-2955.  Seller is unexpectedly out of town, offers presented on 8/1.	$2531.00	6022870100	Dishwasher(s), Garbage Disposal, Microwave(s), Range/Oven		88 - Puyallup	Partially Finished	2.5	3			Built On Lot	True		3		Pierce	$239000.00	From S meridian go east on 152nd south on 122nd east on Surise Blvd. take first right and first left follow to sign	15	15	7/26/2005 12:00:00 AM	Natural Gas	Wood, Wood Products	Conventional	1576	1	Ceramic Tile, Hardwood, Wall to Wall Carpet		Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Walk-in Closet	8/24/2005 10:20:01 AM	8/24/2005 12:00:00 AM		In House-Attached as Exhibit  A	29368	Brian Dikeman	(253) 224-4144									7/25/2005 12:00:00 AM	9239	Gateway GMAC Real Estate	(253) 848-4556	$224950.00	Curbs, Paved Street, Sidewalk		Acres	10	4792	Level				Thomas Brothers	F	4	865	Stroll along the quite safe streets or enjoy the beautiful home with character and class.  Large fully fenced back yard with professional landscaping and huge upgraded patio. This home has been well cared for and you get to enjoy the results.		Cassie	Owner	$224950.00	Williams		Puyallup Wa	Garage-Attached	8/9/2005 12:00:00 AM	(253) 864-0137		Agent	1		Closing	Cash Out, Conventional, FHA	PSE	True	Residential	True	Composition	Puyallup	8/22/2005 12:00:00 AM				3611	Patina Realty, LLC	(425) 837-1200	$239000.00	False	Pierce Co.	Sewer Connected	True	True	MLS Keybox, Owner-Call First	MLS Keybox,Owner-Call First	Cable TV, Dog Run, Fenced-Fully, Patio	taxes	1576	8/22/2005 12:00:00 AM	Sold	12 - 2 Story	Puyallup	2005	2	3	0			Tacoma	Gas/Garage	Gas/Garage	Public			2000	98374	False	None	2005-08-24	0		MLS
932603	13010			159th	St	E		Puyallup	WA	Multiple offers received- submit highest and best by 3PM 5/9/16.  T&E w/WFG. No in person offers (LOF). Any/all offers to be reviewed on 5/9/16 (LOF). Home will be vacant for showings Thu 5/5-Mon 5/9; After that PTS 253-219-6440 w/1 hr notice.	$2967.00	6022870240	Dishwasher(s), Garbage Disposal, Range/Oven, Refrigerator(s)		88 - Puyallup	None	2.5	4			Built On Lot		SOC different if LA is SA	3.0		Pierce	$238800.00	South on Meridian, left on 152nd St E, Right on 122nd Ave E, left on Sunrise Pkwy E, right on 132nd Ave E.	4	4	5/5/2016 7:25:28 AM	Natural Gas	Cement Planked	FHA	1646	1	Laminate, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Security System, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	6/22/2016 3:58:43 PM	6/22/2016 3:58:43 PM	Nothing Leased		35410	Zach Entwistle	(253) 820-9808									5/5/2016 12:00:00 AM	9271	Keller Williams Tacoma	(253) 460-8640	$230000.00	Cul-de-sac, Curbs, Paved Street, Sidewalk				4035	Level								Great 2-story 1646 sq ft home in Sunrise community. Enjoy this spacious open floor plan with large kitchen island, great for entertaining! All 4 Bedrooms and utility room upstairs. Master suite has 2 closets and private full bath. All new flooring on main level, new interior paint throughout, and exterior paint is only 2 years old. Wetland/greenbelt in back makes for a very private, secluded back yard.		Vacant	Vacant	$230000.00	Josh Hamm	Kristin Hamm	Puyallup, WA	Garage-Attached	5/9/2016 12:00:00 AM	(000) 000-0000			18		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	6/22/2016 12:00:00 AM	46858	Karen Cohrs	(253) 370-7807	1111	Better Properties South Hill	(253) 446-6399	$238800.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, Vacant		Cable TV, Gas Available, Hot Tub/Spa, Patio	Tax Records	1646	6/22/2016 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2016	2		0		https://youtu.be/DEtckkvadfw	Pierce County	Garage	Gas	Public			2000	98374	False	None	2016-06-22	48		MLS
25115060	12922		E	158th	Ct	E		Puyallup	WA	Please remove shoes before showing. Owner call first, if no answer go ahead and show.	$2531.00	6022870720	Dishwasher(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s)	Contemporary	88 - Puyallup		2.5	4		Very Good	Built On Lot	True		2.5		Pierce	$238500.00	E. on 152nd from Meridian, R. on 122nd., L. on Sunrise, R. on 130 th. Ave.E. House is straight ahead.	27	18	8/4/2005 12:00:00 AM	Natural Gas	Wood	Conventional	1646	0		Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	9/15/2005 12:25:43 PM	9/15/2005 12:00:00 AM			32338	Roger Johnson	(360) 731-0202									8/4/2005 12:00:00 AM	4028	RE/MAX Town and Country	(360) 874-7600	$239950.00	Cul-de-sac, Paved Street		Square Feet		6098	Level				Thomas Brothers	F	4	865	This is one of the most immaculate homes around. Located on a cul-de-sac is this adorable 4bd., 2.5 bth. beauty. The lot is spacious with absoulte perfect landscaping. The gourmet style kitchen features all appl. that stay with a large island. The great room is perfect for entertaining. The bedrooms are spacious enough with a teriffic master bedroom and boasts tons of closet space. Also located upstairs is the utility area perfect for laundry needs. This home shows pride in ownership. Come see!		Randy Chavera	Owner	$239950.00	Chavera		Puyallup, WA	Garage-Attached	8/22/2005 12:00:00 AM	(253) 840-5164		Agent	1		See Remarks	Cash Out, Conventional, VA	P.S.E.	False	Residential	True	Composition	Puyallup	9/15/2005 12:00:00 AM				9231	Coldwell Banker Bain	(253) 851-9988	$238500.00	False	Tacoma Public Utilities	Sewer Connected	True	True	MLS Keybox, Owner-Call First	MLS Keybox,Owner-Call First	Cable TV, Gas Available, Patio	Public Record	1646	9/15/2005 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2004	2	4	0			Tacoma Public Utilities	Gas/Garage	Gas/Garage	Public			2001	98374	False	None	2005-09-15	25		MLS
958868	12914			158th	St Ct	E		Puyallup	WA	Sale fell through at last minute due to buyer not getting financing - no fault of seller or home. Please call listing agent with questions. Please use Old Republic Title and Escrow - Jackie Larson.	$3133.00	6022870700	Dishwasher(s), Dryer(s), Range/Oven, Refrigerator(s), Washer(s)		88 - Puyallup	None	2.5	4			Built On Lot			3		Pierce	$237875.00	South on Meridian, East on 152nd St E, South on 122nd Ave E, East on Sunrise Pkwy E, Right on 130th Ave E, Right on 158th St Ct E, Immediate left into loop, house on right.	13	13	6/10/2016 4:59:36 PM	Electric, Natural Gas	Cement Planked, Wood	Cash	1646	1	Ceramic Tile, Laminate, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Walk-in Closet	9/14/2016 11:14:36 AM	9/14/2016 11:14:36 AM			72404	Brian C. Taylor	(253) 302-2884									6/10/2016 12:00:00 AM	9302	Keller Williams West Sound	(253) 851-4511	$240000.00	Cul-de-sac, Curbs, Paved Street, Sidewalk				6309	Garden Space, Level								Welcome to this beautiful home in the desirable Sunrise Community. 1646 sqft with 4 bedrooms and 2.5 bathrooms sitting on one of the largest lots in the neighborhood. Spacious great room on the main floor features the kitchen with stainless appliances, dining room and large living room. Master bedroom has a large walk-in closet and tile floors in the bathroom. All bdrms and laundry upstairs. New water heater, new stove, newer furnace. Large fully fenced back yard with big toy and raised beds.		Vacant	Vacant	$240000.00	Cuthbert		Puyallup, WA	Garage-Attached	8/10/2016 12:00:00 AM	(253) 302-2884			24		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	8/31/2016 12:00:00 AM	66716	Davina L. Clardy	(253) 377-9440	2853	John L. Scott Dupont	(253) 964-7700	$237875.00	False	Pierce County	Sewer Connected	True	True	Appointment, Call Listing Office, MLS Keybox, See Remarks		Cable TV, Fenced-Fully, Gas Available, High Speed Internet, Patio	Tax Records	1646	8/31/2016 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2016	2		0			City of Tacoma	Garage	Gas	Public			2001	98374	False	None	2016-09-14	46		MLS
