Listing Number	Street Number	Street Number Modifier	Street Direction	Street Name	Street Suffix	Street Post Direction	Unit	City	State	Agent Only Remarks	Taxes Annual	APN	Appliances That Stay	Architecture Desc	Area	Basement	Bathrooms	Bedrooms	Builder	Building Condition	Building Information	Bus Line Nearby	BBC Comments	Commission	Contingent Date	County	Current Price	Directions	CDOM	DOM	Entry Date	Energy Source	Exterior	Financing	Finished Sqft	Fireplaces Total	Floor Covering	Foundation	Heating Cooling Type	Inactive Date	Interior Features	Matrix Modified DT	Last Price Change Date	Leased Equipment	Legal Description	Listing Agent ID	Listing Agent Full Name	Listing Agent Cellular	Co Listing Agent ID	Co Listing Agent Full Name	Co Listing Agent Cellular	Co Listing Office ID	Co Listing Office Name	Co Listing Office Phone	Co Selling Office Name	Co Selling Office Phone	Listing Date	Listing Office ID	Listing Office Name	Listing Office Phone	Listing Price	Lot Details	Lot Dimensions	Lot Measurement	Lot Number	Lot SqFt	Lot Topography	Manu. Home Manufacturer	Manu. Home Model No.	Manu. Home Serial No.	Map Book	Map X Coordinate	Map Y Coordinate	Map Page	Marketing Remarks	New Construction State	Occupant Name	Occupant Type	Original Price	Owner Name	Owner Name 2	Owners City State	Parking Type	Pending Date	Phone to Show Number	Photographer Instructions	Picture Provided By	Photo Count	Pool Type	Possession	Potential Terms	Power Company	Preliminary Title Ordered	Property Sub Type	Publish to Internet	Roof	School District	Selling Date	Selling Agent ID	Selling Agent Full Name	Selling Agent Cellular	Selling Office ID	Selling Office Name	Selling Office Phone	Selling Price	Senior Exemption	Sewer Company	Sewer Type	Show Addressto Public	Show Map Link	Showing Information	Showing Instructions	Site Features	Square Footage Source	Square Footage	Contractual Date	Status	Style Code	Subdivision	Tax Year	Parking Covered Total	Total Useable Rooms	Square Footage Unfinished	View	Virtual Tour URL	Water Company	Water Heater Location	Water Heater Type	Water	Waterfront	Waterfront Footage	Year Built	Zip Code	Bank or REO	Third Party Approval Required	Status Change Date	Association Dues	Building Complex Or Project Name	Sale Type 
26160037	12702			159th	St	E		Puyallup	WA	$150.00 quarterly HOA's,Sellers want to close in December.This is the best lot in the neighborhood.Can go zero down.Please use Fidelity Title & Escrow (Puyallup).Call first to show.Leave message if no answer.	$2814.00	6028870520	Dishwasher(s), Microwave(s), Range/Oven	Contemporary	88 - Puyallup	None	2.5	4		Very Good	Built On Lot			2.5		Pierce	$269950.00	Meridian S.to L on 176th/Sunrise Pkwy follow to the end turn L on 130th	45	45	9/22/2006 12:00:00 AM	Electric, Natural Gas	Wood Products	Conventional	1684	1	Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Hot Tub/Spa, Security System, Vaulted Ceilings, Walk-in Closet	12/7/2006 8:42:24 AM	12/7/2006 12:00:00 AM		In listing office	25509	Don Leske	(253) 732-7653	40115	Travis Bride	(253) 820-9020	922	John L. Scott Puy/Canyon Rd.	(253) 536-5600			9/22/2006 12:00:00 AM	922	John L. Scott Puy/Canyon Rd.	(253) 536-5600	$269950.00	Cul-de-sac, Dead End Street, Paved Street		Acres		11326	Level				Thomas Brothers	F	4	865	This is the best lot in the neighborhood hands down.Over 1/4 acre,backyard is fully fenced, huge entertaining sized deck with outdoor speakers.The home features 4bd 2.5bth,vaulted ceilings lots of natural light and huge breakfast bar adds to the charm of this open house.There is custom interior paint a custom engraved mantle and gas fireplace.This home also features custom surround sound in the living room.This is a must see and priced to sell.		Mr.Mrs.Thompson	Owner	$269950.00	Mr.Mrs.Thompson		Puyallup,Wa	Carport-Attached	11/6/2006 12:00:00 AM	(253) 820-1218			1		See Remarks	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	12/6/2006 12:00:00 AM				1171	Coldwell Banker Danforth	(206) 248-2900	$269950.00	False	Pierce Co	Sewer Connected	True	True	MLS Keybox, Owner-Call First	MLS Keybox,Owner-Call First	Cable TV, Deck, Fenced-Partially, Gas Available, Hot Tub/Spa, Patio	County Records	1684	12/6/2006 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2006	2	5	0	Territorial		TPU	gas/garage	gas/garage	Public			2000	98374	False	None	2006-12-07	0		MLS
26195052	13802			176th	St	E		Puyallup	WA	Please call listing agent for Builders forms and purchase and sale. Base 269,950.	$.00	0000000000000	Dishwasher(s), Microwave(s), Range/Oven	Craftsman	88 - Puyallup		2.5	4	Premier Communities	Very Good	Built On Lot		on base price	2.5		Pierce	$269000.00	Meridian left on 176th Sunrise Blvd.Right on 170th R on 135th Ave.Ct E left on 171st St.follow into Rebecca Ridge	128	42	12/4/2006 12:00:00 AM	Natural Gas	Metal/Vinyl	Conventional	1880	1	Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Walk-in Pantry, Walk-in Closet	6/4/2007 1:53:19 PM	6/4/2007 12:00:00 AM		In listing office	17103	Francie Zanuzoski	(253) 381-5878									12/4/2006 12:00:00 AM	922	John L. Scott Puy/Canyon Rd.	(253) 536-5600	$269776.00	Paved Street, Sidewalk		Square Feet		0	Level				Thomas Brothers	G	6	865	Premier Communities presents the Belfair located in a lovely community in Sunrise is Rebecca Ridge. Located next to Greenbelt for extra privacy.Come see this premier difference in quality and value.Estimated completion in March!	Under Construction	Vacant	Vacant	$289776.00	Premier communities		Puyallup,WA	Garage-Attached	1/15/2007 12:00:00 AM				1		Closing	Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	4/1/2007 12:00:00 AM				922	John L. Scott Puy/Canyon Rd.	(253) 536-5600	$269000.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, Vacant	MLS Keybox,Vacant	Patio	Builder	1880	4/1/2007 12:00:00 AM	Sold	12 - 2 Story	Puyallup	2006	2	4	0			Public/Firgrove	Gas/Garage	Gas/Garage	Public			2006	98374	False	None	2007-06-04	35	Rebecca Ridge	MLS
834845	16820			132nd	Ave	E		Puyallup	WA	Friendly Dog (Sadie) needs to be penned up.  Please call PTS Cammie to schedule a showing.  Sirva Relocation Sale.  See attached relocation documents and allow time for offers to be reviewed.	$3287.00	6021000020	Dishwasher(s), Microwave(s), Range/Oven		88 - Puyallup		2.5	3			Built On Lot			3%		Pierce	$267450.00	South on Meridian. East on Sunrise Blvd/176th. L into Silverwood, left, next right, next L @ 132nd, end of the cul-de-sac.	7	7	8/14/2015 3:46:51 PM	Electric, Natural Gas	Cement Planked	FHA	0	1	Bamboo/Cork, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, Walk-in Closet	9/29/2015 11:41:34 AM	9/29/2015 11:41:34 AM			90728	Kyle Fox	(253) 777-9890									8/14/2015 12:00:00 AM	3174	Windermere R E/Lake Tapps, Inc	(253) 939-7442	$269950.00	Cul-de-sac				6169									Recently updated home in the desirable Sunrise neighborhood of Puyallup.  This beautiful and well maintained home features 3 bedrooms and 2.5 bathrooms.  Immaculate condition featuring newer roof, siding and exterior paint.  Interior has been tastefully updated with new hardwood floors throughout the main floor, updated mill-work, large center island and stunning built ins.  Finished garage, fully fenced yard, dog run and large shed make this home move in ready.  Quiet cul-de-sac location!		Cammie and Mike	Owner	$269950.00	Sirva Relocation		Puyallup, Wa	Garage-Attached	8/21/2015 12:00:00 AM	(206) 330-6924			22		Closing	Cash Out, Conventional, FHA, State Bond, VA		True	Residential	True	Composition	Puyallup	9/25/2015 12:00:00 AM	12457	Rhonda Ryan	(253) 691-2125	7341	CENTURY 21 Real Estate Center	(425) 775-8525	$267450.00	False		Sewer Connected	True	True	Appointment, MLS Keybox, Pet in House		Cable TV, Dog Run, Fenced-Fully, Gas Available, High Speed Internet, Outbuildings, Patio	Realist	1878	9/25/2015 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2015	2		0						Public			1994	98374	False	None	2015-09-29			MLS
1026286	12810			168th St Ct E				Puyallup	WA	2 Hour notice please! Call PTS and if no answer leave a message then show after the 2 hours notice. Please use FATCO Puyallup to avoid counter.	$3352.00	6022010270	Dishwasher(s), Dryer(s), Microwave(s), Range/Oven, Refrigerator(s), Washer(s)		88 - Puyallup	None	2.5	3	Oakridge	Very Good	Built On Lot			2.5		Pierce	$266900.00	From Meridian South turn left onto Sunrise Blvd (176th). Follow to 128th and turn left. Home on right at curve in road.	24	24	9/7/2016 6:45:03 PM	Natural Gas	Cement/Concrete, Wood, Wood Products	Conventional	1866	1	Ceramic Tile, Hardwood, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Walk-in Closet	12/30/2016 10:29:12 AM	12/30/2016 10:29:12 AM			17895	Mark W. Gant	(253) 318-8888									9/7/2016 12:00:00 AM	9271	Keller Williams Tacoma	(253) 460-8640	$266900.00	Curbs, Paved Street, Sidewalk				6639	Garden Space, Level								Beautiful and sought after Oakridge built home in the Sunrise community. You'll love the floor plan on this home with formal dining room plus a den/office. Spacious and open kitchen that flows into a family room with fireplace. Large master suite with private 5-piece bath and utility room upstairs for convenience. Mill work throughout the home with hardwoods on main floor. 2 car garage and fully fenced back yard with plenty of room for entertaining. Home also has AC for an added bonus!		Nicholas & Kirsten	Owner	$274900.00	Nicholas Clark		Puyallup, WA	Garage-Attached	9/27/2016 12:00:00 AM	(206) 310-9997			23		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	11/18/2016 12:00:00 AM	16166	Don Dutton	(253) 677-9907	9239	Gateway Real Estate	(253) 904-1500 x2006	$266900.00	False	PSE	Sewer Connected	True	True	MLS Keybox, Owner-Call First, Pet in House, See Remarks		Cable TV, Fenced-Fully, Gas Available, High Speed Internet, Patio	County Records	1866	11/18/2016 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2016	2		0				Garage	Gas	Public			1998	98374	False	None	2016-12-30	47		MLS
26159272	12714			159th	St	E		Puyallup	WA	Phone to show is owner's cell. Please call and if no response use keybox. This home is nicely appointed and shows very well.	$2619.00	6022870480	Dishwasher(s), Range/Oven		88 - Puyallup	None	2.5	4		Good	Built On Lot			3		Pierce	$266000.00	from Meridian go east on 152nd. R on 122nd Av E, L on Sunrise Pkw E, first R on 130th Av E, Stay to rt to 159th. House on L.	154	154	9/21/2006 12:00:00 AM	Natural Gas	Wood Products	Conventional	1646	1	Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Walk-in Closet	4/13/2007 6:32:57 PM	4/13/2007 12:00:00 AM			2956	Stephen M. Hansen										9/21/2006 12:00:00 AM	5511	Stephen Hansen & Associates	(206) 972-0020	$259950.00	Curbs, Dead End Street, Paved Street, Secluded, Sidewalk	Irregular	Square Feet		5207	Level, Wooded				Thomas Brothers	F	4	865	This home offers a private setting in a quiet neighborhood. It is set back from the street and backs to a heavily timbered greenbelt that gives near total privacy to the rear deck and yard. There are soaring ceilings, granite counter, gas fireplace and conveniently located laundry on the second floor. Master suite overlooks greenbelt with private bathroom attached.		Luke and Chantel Swick	Owner	$264950.00	Swick		Puyallup, WA	Garage-Attached	2/28/2007 12:00:00 AM	(253) 241-0958			1		Closing	Conventional		False	Residential	True	Composition	Puyallup	3/29/2007 12:00:00 AM				7331	BelAir Real Estate	(425) 774-5071	$266000.00	False		Sewer Connected	True	True	MLS Keybox, Owner-Call First	MLS Keybox,Owner-Call First	Cable TV, Deck, Gas Available	Assessor	1646	3/29/2007 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2006	2	4	0						Public			2000	98374	False	None	2007-04-13	0	North Pointe	MLS
27051649	12904			159th	St	E		Puyallup	WA	Wow! 3.5 SOC for you! Call first. If no answer, call agent, then show & sell! Quinn the friendly dog will be in upstairs bthrm w/baby gate. Pls don't let her out. Preliminary title opened at Commonwealth. Order #20295879. Closing +5 preferred.	$2507.00	6022870340	Dishwasher(s), Garbage Disposal, Range/Oven		88 - Puyallup		2.5	3		Very Good	Built On Lot			3.5	6/26/2007 12:00:00 AM	Pierce	$265600.00	Meridian S to Left on 152nd, R on 122nd, L on Sunrise Pkwy, R on 130th, R on 158th, L on 129th, L on 159th-On Right.	68	68	3/29/2007 12:00:00 AM	Electric, Natural Gas	Wood Products	Conventional	0	0	See Remarks, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Security System, Walk-in Pantry, Walk-in Closet	8/15/2007 12:09:24 PM	8/15/2007 12:00:00 AM		See Attached Docs	63640	Jaime Stenwick										3/29/2007 12:00:00 AM	921	Windermere Puyallup Canyon Rd	(253) 435-5500	$257922.00	Paved Street, Sidewalk		Acres		4792	Garden Space, Wooded				Thomas Brothers	F	4	865	Welcome home to Sunrise! This meticulously maintained home is on a green belt for your privacy. Crown molding, chair rails, & custom paint are contemporary, yet classic. Property features include a separate office/bonus rm, gorgeous laminate wood floors, & security system. Huge master w/large walk-in closet & dual sinks in bath. Utility room up. Spacious kitchen with eating bar & pantry. Large deck for entertaining or relaxing. Truly a must see! (Office sq. ft. not reflected in tax records).		Helling-Christy	Owner	$257922.00	Helling-Christy		Puyallup, WA	Garage-Attached	7/11/2007 12:00:00 AM	(253) 841-7024			1		Closing	Conventional, FHA		True	Residential	True	Composition	Puyallup	8/14/2007 12:00:00 AM				9385	Keller Williams Realty	(253) 848-5304	$265600.00	False		Sewer Connected	True	True	Appointment, MLS Keybox, Owner-Call First, Pet in House	Appointment,MLS Keybox,Owner-Call First,Pet in House	Cable TV, Deck, Fenced-Partially, Gas Available		1504	8/14/2007 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2006	2	4	0	Mountain, Territorial					Public			2000	98374	False	None	2007-08-15	34	Cambria	MLS
1128283	12903			158th	St Ct	E		Puyallup	WA	Please put Tamara Lamore/Ben Kinney as listing broker on PSA. T&E must be Fidelity #611160061 - Lisa Otto. Offers require board approval and can take up to five business days for response. Fidelity Title.	$3090.00	6022870640			88 - Puyallup	None	2.5	3	Cambria Homes	Average	Built On Lot	True		2.5%		Pierce	$265000.00	From Meridian, LEFT on 152nd (Head East), Then RIGHT on 122nd Ave E and then LEFT onto SUnrise Blvd take a RIGHT on 130th Ave E (Cambria) RIGHT on 158th St  Ct E to Home	26	26	5/18/2017 6:56:17 PM	Natural Gas	Cement Planked, Wood Products	FHA	1576	1	Hardwood, Laminate, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air			7/21/2017 12:58:44 PM	7/21/2017 12:58:44 PM	None		36688	Tamara Lamore	(360) 631-2108	43631	Ben Kinney	(206) 456-6565	9978	Keller Williams Western Realty	(360) 639-4000			5/18/2017 12:00:00 AM	7433	KW Everett	(425) 212-2007	$269950.00	Curbs, Paved Street, Sidewalk				5628	Level, Partial Slope, Sloped				Thomas Brothers	F	4	865	Turnkey 2-story in one of Puyallup's best neighborhoods! This 3 bed, 2.5 bath home features spacious kitchen with stainless appliances and generous living space with gas fireplace. The open ceiling entry with hardwood and natural light immediately invites you in. Pleasing neutral color palette and stately crown moulding. Fenced backyard and patio perfect for outdoor fun. Must see!		Vacant	Vacant	$269950.00	Owner		Dallas Tx	Garage-Attached	6/13/2017 12:00:00 AM	(000) 000-0000			20		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	7/20/2017 12:00:00 AM	112318	Nathan Coons	(253) 826-7568	1305	Washington Realty Group	(253) 826-7500	$265000.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, Vacant		Cable TV, Deck, Fenced-Fully, Gas Available, High Speed Internet	Realist	1576	7/20/2017 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2017	2		0		http://www.tourfactory.com/idxr1789447	Pierce County	Garage	Gas	Public			2000	98374	False	None	2017-07-21			MLS
785665	12822			169th	St Ct	E		Puyallup	WA	Home is not closing until Feb due to buyers financing. Please use First American Title and Escrow. Home is vacant, show and sell. Home is an estate sale please allow ample time for seller response. Shelving in garage goes with seller.	$3201.00	602273040	Dishwasher(s), Dryer(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s), Washer(s)		88 - Puyallup	None	2	3		Good	Built On Lot	True	Not bank or short sale	3		Pierce	$265000.00	east on Sunrise Blvd, left on 128th Ave E, Right on 169th Ave Ct E, Home on right.	16	16	5/13/2015 3:46:58 PM	Natural Gas	Cement/Concrete	VA	1735	1	Ceramic Tile, Laminate, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Skylights, Vaulted Ceilings, Walk-in Closet	4/18/2016 9:14:30 AM	4/18/2016 9:14:30 AM	NA		42502	Delinda Jokela	(253) 335-6125	94732	Jaren Jokela	(253) 335-2673	3762	Renaissance Real Estate LLC	(253) 335-6125			5/13/2015 12:00:00 AM	3762	Renaissance Real Estate LLC	(253) 335-6125	$279950.00	Curbs, Paved Street, Sidewalk				6137	Garden Space, Level								Stunning & well maintained 3bed, 2bath 1,735sqft RAMBLER in the Sunrise neighborhood of Puyallup. Beautiful home with brand new carpet in living room & bedrooms, open concept space boasts spacious dining room, large living room with cozy gas fireplace and kitchen with laminate hardwood floors, tile counters and lots of cabinet space. Master offers a private on suite bath with double sinks. Huge back yard with updated landscaping, garden shed and plenty of room to play. Two car garage attached!		Vacant	Vacant	$279950.00	Estate of Marian L Hanson		Puyallup, WA	Garage-Attached	5/29/2015 12:00:00 AM	(253) 335-2673			14		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	4/15/2016 12:00:00 AM	7152	Kim Nickel	(253) 307-9734	1111	Better Properties South Hill	(253) 446-6399	$265000.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, See Remarks, Vacant		Cable TV, Fenced-Fully, Gas Available, Outbuildings, Patio	taxes	1735	4/15/2016 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2015	2		0	Territorial	http://www.nwrealestatephotography.phanfare.com/6900912	City of Tacoma	garage	gas	Public			1999	98374	False	None	2016-04-18	46	Sunrise	MLS
28054217	12828			168th	St Ct	E		Puyallup	WA	please use talon title and escrow puyallup  please remove your shoes, new carpet 3/08, hardwoods refinished 3/08, fresh paint 3/08 call with any questions	$2828.00	6022010300	Dishwasher(s), Dryer(s), Garbage Disposal, Range/Oven, Refrigerator(s), Washer(s)		88 - Puyallup		2	3			Built On Lot	True		2.5		Pierce	$265000.00	From Meridian turn East onto 152nd St., turn right onto 122nd, turn left onto Sunrise Pkwy. Turn right onto 170th, turn right at T. Follow to house on left.	124	124	3/29/2008 12:00:00 AM	Electric, Natural Gas	Cement Planked	FHA	1720	1	Hardwood, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, High Tech Cabling, Security System, Skylights, Vaulted Ceilings, Walk-in Closet	8/30/2008 3:57:27 PM	8/30/2008 12:00:00 AM	none		50564	Gennie Fairow	(253) 380-7561									3/29/2008 12:00:00 AM	955	RE/MAX Properties	(253) 604-0330	$264999.00	Curbs, Paved Street, Sidewalk		Acres		6098	Fruit Trees, Garden Space, Level				Thomas Brothers	F	6	865	Welcome to this beautiful Rambler located in the Sunrise community. This home has hardwood floors in the entry going thru to the kitchen & dining room. The living room has vaulted ceiling, two skylights & a cozy gas fireplace. New carpet thru out the home. Master bedroom has vaulted ceilings, a large walkin closet, & a private master bath. Backyard in fenced, has a deck, and fruit trees which include cherry, plum, pear, and blueberries. Front and back yard have a sprinkler system! Don't miss out		vacant Please show	Vacant	$279999.00	parsell		langley WA	Garage-Attached	7/31/2008 12:00:00 AM				1		Closing	Cash Out, Conventional	pse	True	Residential	True	Composition	Puyallup	8/29/2008 12:00:00 AM	63640	Jaime Stenwick		921	Windermere Puyallup Canyon Rd	(253) 435-5500	$265000.00	False	pierce county	Sewer Connected	True	True	MLS Keybox	MLS Keybox	Cable TV, Deck, Fenced-Partially, Gas Available, High Speed Internet, Sprinkler System	county records/title report	1720	8/29/2008 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2007	2	3	0		http://idx.imprev.net/03782F07/24007/567526	pierce county	garage	garage	Public			1998	98374	False	None	2008-08-30	36		MLS
26199112	15802			129th	Ave	E		Puyallup	WA	3.5 SOC!  Vacant - show and sell!  Please specify Lawyers Title and Escrow in Puyallup:  order#PV1-03295.	$2674.00	6022870630	Dishwasher(s), Dryer(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s), Washer(s)		88 - Puyallup		2	3			Built On Lot	True		3.5%		Pierce	$265000.00	(from Meridian) E on 152nd, R on 122nd, L on Sunrise, R on 130th, R on 158th to home on R.	176	54	12/15/2006 12:00:00 AM	Natural Gas	Wood Products	Not Disclosed	0	1			Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	3/18/2007 11:10:02 AM	3/18/2007 12:00:00 AM		To be attached as Exhibit A.	11416	BC Harmon	(253) 686-5077									12/14/2006 12:00:00 AM	9385	Keller Williams Realty	(253) 848-5304	$249000.00	Curbs, Paved Street, Sidewalk		Acres		6098					Thomas Brothers	F	4	865	MOVE-IN READY!  This clean and beautiful Sunrise rambler boasts lots of extras:  crown moulding, vaulted ceilings, custom paint, tile and hardwoods.  Outside, you'll find an entertainment-sized deck and a beautifully landscaped, low maintenance yard.  Close to parks and trails.  1-yr home warranty included for peace of mind.  It's perfect...welcome home!		(vacant)	Vacant	$249000.00	Juliana Schneider		Ft. Wayne, IN	Garage-Attached	2/6/2007 12:00:00 AM	(253) 797-8610			1		Closing	Cash Out, Conventional, FHA, VA	Puget Sound Energy	True	Residential	True	Composition	Puyallup	3/16/2007 12:00:00 AM				9259	RE2K.com	(877) 773-2500	$265000.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, Vacant	MLS Keybox,Vacant	Cable TV, Deck, Fenced-Partially, Patio		1542	3/16/2007 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2006	2	3	0			City of Tacoma			Public			2000	98374	False	None	2007-03-18	0		MLS
56921	16615			136th	Ave	E		Puyallup	WA	Seller is often out of town, but please call first and leave message.  Title w/First American.  2 lighting fixtures not included in sale-see tags.  Refrig & W/D negotiable.	$3276.00	6021980370	Dishwasher(s), Garbage Disposal, Microwave(s), Range/Oven, See Remarks	Traditional	88 - Puyallup	None	2	3		Very Good	Built On Lot		Not a short sale!	3%		Pierce	$264950.00	South on Meridian to 152nd, left to 122nd Ave E, take right to Sunrise Parkway, take left into Sunrise, follow to 166th St E, left into Savannah Ridge, continue to rt on 136th Ave E, home left side.	47	47	4/14/2010 12:00:00 AM	Natural Gas	Cement Planked, Stone	VA	1820	1	Ceramic Tile, Hardwood, Wall to Wall Carpet	Poured Concrete	Central A/C, Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Disabled Access, High Tech Cabling, Jetted Tub, Skylights, Vaulted Ceilings, Walk-in Pantry	7/16/2010 4:17:33 PM	7/16/2010 4:17:33 PM			7966	Pamela Cunio	(253) 208-3814									4/14/2010 12:00:00 AM	9239	Gateway GMAC Real Estate	(253) 848-4556	$264950.00	Paved Street, Sidewalk		Square Feet	37	7568	Garden Space, Level				Thomas Brothers	G	5	865	Extremely well maintained, loaded rambler in highly desirable Sunrise!  3 bed /2 full bath, 1800+ sq ft w/open floor plan, vaulted ceilings & full of upgrades. River rock accents on exterior w/2 car garage. Covered patio with beautifully landscaped fenced backyard, air cond, sprinkler system.  Master suite w/5 pc bath. Hardwoods, tile & carpet thru-out. Huge kitchen w/counter seating, breakfast nook, gorgeous maple cabinets, bay window, plantation shutters and newer appliances...and more!		Wyvonne Haggard	Owner	$264950.00	Wyvonne Haggard		Puyallup, Wa	Garage-Attached	5/31/2010 12:00:00 AM	(253) 380-2550			14		Closing	Cash Out, Conventional, FHA, State Bond, USDA, VA	PSE	True	Residential	True	Composition	Puyallup	7/16/2010 12:00:00 AM	17891	Mary Rooney-Shea	(253) 209-4517	9230	Coldwell Banker Bain	(253) 752-7777	$264950.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, Owner-Call First, Pet in House, See Remarks	MLS Keybox,Owner-Call First,Pet in House,See Remarks	Cable TV, Disabled Access, Fenced-Fully, High Speed Internet, Patio, Sprinkler System	Realist	1820	7/16/2010 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2009	2	3	0	Territorial		City of Tacoma	Nat Gas-garage	Nat Gas-garage	Public			1997	98374	False	None	2010-07-16	43	Savannah Ridge	MLS
503737	16522			135th 	Av Ct	E		Puyallup	WA	Call Agent first  206-371-8442  Need to make an appointment with the Owner to show please give them an  1 hours notice.    Small dogs in home.	$3035.00	6022370260	Garbage Disposal, Microwave(s), Range/Oven	Craftsman	88 - Puyallup	None	2	3	Oakridge homes	Very Good	Built On Lot			3%		Pierce	$263050.00	South on Meridian, left on 152nd St. E.  Right onto 122nd Ave E, Left on Sunrise Parkway E, Left onto 166th St E, and 2nd left onto 135th Ave Ct E.  Home on left. 	39	39	6/18/2013 11:26:46 AM	Electric, Natural Gas	Brick, Wood	Conventional	1817	1	Hardwood, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Skylights, Walk-in Pantry, Walk-in Closet	8/30/2013 2:04:07 PM	8/30/2013 2:04:07 PM			93584	Barbara Brunetti	(206) 371-8442									6/10/2013 12:00:00 AM	1631	John L. Scott, Inc.	(253) 839-6650	$270000.00	Cul-de-sac, Curbs, Paved Street, Sidewalk	.167ac/7258 sf			7258	Level				Thomas Brothers	G	5	865	From the moment you drive up to this fabulously maintained rambler and inviting courtyard you will fall in love with this well maintained home. Warm colored tile entry which leads to the white oak floors and extend into the large gourmet style kitchen and eating space. Large great room with faulted ceilings, skylights, and fireplace. Master suite include vaulted ceilings and 5 pc bath with walk in closet.  Enjoy all the seasons in the serene private backyard with water feature and stone path.  		Jason and Sarah Hoffman	Owner	$274900.00	Jason and Sarah Hoffman		Puyallup, Wa	Garage-Attached	7/19/2013 12:00:00 AM	(253) 797-7553			15		Closing	Cash Out, Conventional, FHA, VA	Puget Power	True	Residential	True	Composition	Puyallup	8/29/2013 12:00:00 AM	70600	Kim Apple	(253) 381-6533	2090	Better Homes and Gardens RE PC	(253) 435-5500	$263050.00	False	Tacoma	Sewer Connected	True	True	MLS Keybox		Cable TV, Fenced-Fully, Patio	Realist	1817	8/29/2013 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2012	2		0	Partial		Tacoma	garage		Public			1999	98374	False	None	2013-08-30	45		MLS
